"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013722","1990","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       3.4","X","    958.6","","     958.6","0","       115","0","        68","0","         7","0","        0","","         0","0","         0","0","        39","0","         0","0","       231","0","        48","0","       199"," ","        23"," ","        36"," ","   -8.3","0,0226, ","     0"," ,0,1231,+","     0","T,0,1227,+","  67.3"," ,0,0329, ","   36.7","0,0907,+","-0.6","0,1027","-2.8","0,1119","-5.6","0,1225","","","","","-1.7","0,0412","-3.3","0,0321","-8.3","0,0226","-8.3","0,0226","","","    1708.8","8","      28.3","0,3,2","      28.3","0,3,3","","","","","    1708.8","0","      32.2","0,3,2","      30.0","0,3,3","","","","","       3.3","0,3,2","       5.0","0,3,3","","","","","       6.1","0,3,2","       5.0","0,3,3","","","","","      17.0","0,3,2","      17.4","0,3,3","","","","","      19.6","0,3,2","      18.8","0,3,3","","","","","    954.4"," ,0","","","        0","T,0","     17.09","0","     23.44","0","     10.74","0","   147638","X","       340","X","","","","","","","      16.5","X","","","","","",""
"USW00013722","1991","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       3.2","X","   1018.0","","    1018.0","0","       106","0","        60","0","         9","0","        0","","         0","0","         0","0","        61","0","         0","0","       226","0","        48","0","       203"," ","        26"," ","        41"," ","  -10.0","0,1220, ","     0"," ,0,1231,+","     0","T,0,1109,+","  67.8"," ,0,0711, ","   35.6","0,0914,+","0.0","0,1104","-2.2","0,1105","-5.0","0,1106","-6.7","0,1127","-10.0","0,1220","-0.6","0,0316","-3.9","0,0312","-5.6","0,0227","-9.4","0,0216","-9.4","0,0216","    1537.4","4","      28.9","0,3,2","      29.4","0,3,3","      29.4","0,5,2","      31.1","0,5,3","    1537.4","0","      31.1","0,3,2","      30.0","0,3,3","      32.2","0,5,2","      32.2","0,5,3","       3.3","0,3,2","       3.9","0,3,3","       3.9","0,5,2","       5.0","0,5,3","       5.0","0,3,2","       6.1","0,3,3","       6.1","0,5,2","       5.6","0,5,3","      17.2","0,3,2","      17.6","0,3,3","      17.2","0,5,2","      18.7","0,5,3","      19.4","0,3,2","      18.7","0,3,3","      19.6","0,5,2","      20.1","0,5,3","    901.2"," ,0","","","        0","T,0","     16.54","0","     22.52","0","     10.57","0","   136718","X","       290","X","","","","","       360","X","      13.0","X","","","","","      20.0","X"
"USW00013722","1992","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       3.6","X","    740.0","","     740.0","0","       120","0","        77","0","        12","0","        0","","         0","0","         0","0","        69","0","         0","0","       189","0","        22","0","       211"," ","        30"," ","        44"," ","   -7.2","0,1225,+","     0"," ,0,1231,+","     0","T,0,1227,+","  96.0"," ,0,0812, ","   35.6","0,0713,+","-2.2","0,1020","-2.2","0,1020","-7.2","0,1206","-7.2","0,1206","","","-1.7","0,0406","-2.2","0,0404","-4.4","0,0314","-6.7","0,0117","","","    1795.8","8","      27.8","0,3,2","      27.8","0,3,3","      28.9","0,5,2","      29.4","0,5,3","    1795.8","0","      30.0","0,3,2","      28.9","0,3,3","      31.1","0,5,2","      30.6","0,5,3","       4.4","0,3,2","       5.6","0,3,3","       3.9","0,5,2","       6.1","0,5,3","       5.6","0,3,2","       5.6","0,3,3","       5.0","0,5,2","       7.2","0,5,3","      16.1","0,3,2","      16.3","0,3,3","      16.1","0,5,2","      17.4","0,5,3","      18.0","0,3,2","      17.1","0,3,3","      18.0","0,5,2","      18.8","0,5,3","   1097.0"," ,0","","","        0","T,0","     15.22","0","     20.96","0","      9.47","0","   124982","X","       280","X","","","","","       225","X","      15.6","X","","","","","      20.0","X"
"USW00013722","1993","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       3.5","X","    978.1","","     978.1","0","       115","0","        66","0","        11","0","        2","","         1","0","         0","0","        74","0","         2","0","       198","0","        59","0","       205"," ","        13"," ","        43"," ","  -10.0","0,1231,+","    76"," ,0,1223, ","    66"," ,0,1223, ","  52.8"," ,0,0405, ","   37.2","0,0729,+","-2.2","0,1102","-2.2","0,1102","-4.4","0,1212","-9.4","0,1230","-9.4","0,1230","-2.8","0,0320","-2.8","0,0320","-6.1","0,0319","-10.0","0,0315","-10.0","0,0315","    1948.3","3","      28.9","0,3,3","      28.9","0,5,2","      30.6","0,5,3","","","    1948.3","0","      30.0","0,3,3","      32.8","0,5,2","      32.8","0,5,3","","","       4.4","0,3,3","       2.2","0,5,2","       4.4","0,5,3","","","       4.4","0,3,3","       3.9","0,5,2","       5.6","0,5,3","","","      16.5","0,3,3","      16.3","0,5,2","      17.8","0,5,3","","","      17.4","0,3,3","      18.6","0,5,2","      19.1","0,5,3","","","    967.2"," ,0","","","      143"," ,0","     15.55","0","     21.59","0","      9.51","0","   146868","X","       170","X","","","","","       270","X","      68.4","X","","","","","      23.1","X"
"USW00013722","1994","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       3.3","X","    816.8","","     816.8","0","       125","0","        71","0","         4","0","        1","","         0","0","         0","0","        50","0","         4","0","       219","0","        33","0","       208"," ","        29"," ","        49"," ","  -16.7","0,0119, ","    25"," ,0,0211, ","    15"," ,0,0202, ","  92.5"," ,0,1014, ","   35.6","0,0616, ","0.0","0,1112","-3.3","0,1124","-4.4","0,1212","","","","","-3.9","0,0317","-3.9","0,0317","-6.7","0,0228","-6.7","0,0228","-8.9","0,0121","    1931.3","3","","","","","","","","","    1931.3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    925.2"," ,0","","","       33"," ,0","     15.74","0","     21.81","0","      9.67","0","   154693","X","       240","X","","","","","       225","X","      14.8","X","","","","","      21.1","X"
"USW00013722","1995","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       3.1","X","    939.6","","     939.6","0","       109","0","        73","0","        15","0","        1","","         1","0","         0","0","        68","0","         1","0","       217","0","        44","0","       206"," ","        23"," ","        42"," ","  -11.1","0,0209,+","    25"," ,0,0208, ","    25"," ,0,0207, "," 102.9"," ,0,1004, ","   37.8","0,0814, ","-2.8","0,1105","-2.8","0,1105","-5.6","0,1208","-7.8","0,1224","","","-0.6","0,0403","-3.9","0,0310","-5.6","0,0213","-11.1","0,0209","-11.1","0,0209","    1680.5","5","      30.0","0,3,2","      28.3","0,3,3","      30.0","0,5,2","      30.6","0,5,3","    1680.5","0","      30.6","0,3,2","      29.4","0,3,3","      31.7","0,5,2","      30.6","0,5,3","       2.2","0,3,2","       2.8","0,3,3","       1.7","0,5,2","       3.3","0,5,3","       3.3","0,3,2","       2.8","0,3,3","       2.8","0,5,2","       3.9","0,5,3","      16.6","0,3,2","      16.7","0,3,3","      16.4","0,5,2","      17.9","0,5,3","      18.1","0,3,2","      17.4","0,3,3","      18.0","0,5,2","      18.7","0,5,3","   1234.1"," ,0","","","       56"," ,0","     15.61","0","     21.42","0","      9.81","0","   146375","X","       270","X","","","","","       360","X","      16.5","X","","","","","      18.5","X"
"USW00013722","1996","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.8","X","    813.2","","     813.2","0","       137","0","        89","0","        16","0","       15","","         5","Z","         1","0","        86","0","         7","0","       202","0","        32","0","       243"," ","        50"," ","        47"," ","  -17.8","0,0205, ","   102"," ,Z,0109,+","   142"," ,Z,0216, "," 126.0"," ,0,0906, ","   37.2","0,0624, ","-2.2","0,1103","-2.2","0,1103","-4.4","0,1128","-7.2","0,1220","","","0.0","0,0411","-2.8","0,0324","-4.4","0,0323","-7.2","0,0310","-11.7","0,0206","    2155.6","6","","","","","","","","","    2155.6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1502.7"," ,0","","","      371"," ,Z","     14.87","0","     20.78","0","      8.95","0","","","","","","","","","","","","","","","","","",""
"USW00013722","1997","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.6","X","    774.7","","     774.7","0","       113","0","        77","0","         8","0","        0","","         0","0","         0","0","        63","0","         2","0","       196","0","        50","0","       236"," ","        29"," ","        38"," ","  -11.1","0,0119, ","     0","T,0,1231, ","    10"," ,0,0111, "," 106.2"," ,0,0724, ","   37.2","0,0817,+","-0.6","0,1023","-5.0","0,1117","-5.0","0,1117","-6.7","0,1208","","","-2.8","0,0410","-2.8","0,0410","-4.4","0,0216","-11.1","0,0119","-11.1","0,0119","    1872.1","1","","","","","","","","","    1872.1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1037.1"," ,0","","","       21"," ,0","     14.99","0","     21.39","0","      8.58","0","","","","","        50","X","        50","X","","","","","      87.2","X","      87.2","X","",""
"USW00013722","1998","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.6","X","    979.7","","     979.7","0","       130","0","        81","0","        15","0","        0","","         1","0","         0","0","        51","0","         0","0","       226","0","        60","0","       280"," ","        19"," ","        45"," ","   -7.8","0,0101, ","     0","T,0,1225,+","    51"," ,0,0119, ","  77.0"," ,0,0816, ","   37.2","0,0722,+","-1.7","0,1023","-3.3","0,1107","-4.4","0,1215","","","","","-0.6","0,0406","-6.7","0,0313","-6.7","0,0313","-6.7","0,0313","","","    1895.7","7","","","","","","","","","    1895.7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1339.2"," ,0","","","       51"," ,0","     16.38","0","     22.50","0","     10.26","0","","","","","       270","X","       250","X","","","","","      17.0","X","      27.3","X","",""
"USW00013722","1999","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.8","X","    884.5","","     884.5","0","       104","0","        57","0","        17","0","        0","","         0","0","         0","0","        70","0","         2","0","       218","0","        53","0","       220"," ","        22"," ","        29"," ","  -11.1","0,0106, ","     0"," ,0,1231,+","     0","T,0,1225,+"," 122.9"," ,0,0905, ","   40.0","0,0801,+","-1.1","0,1025","-2.8","0,1104","-5.0","0,1201","-6.7","0,1202","","","-0.6","0,0328","-2.8","0,0316","-5.6","0,0308","-7.8","0,0223","-11.1","0,0106","    1678.7","7","","","","","","","","","    1678.7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1287.0"," ,0","","","        0","T,0","     15.96","0","     22.53","0","      9.39","0","","","","","       240","X","       240","X","","","","","      20.6","X","      31.3","X","",""
"USW00013722","2000","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.7","X","    832.8","","     832.8","0","       117","0","        72","0","         8","0","       17","","         5","0","         0","0","        87","0","         4","0","       218","0","        43","0","       213"," ","        16"," ","        59"," ","  -17.2","0,0128, ","   508"," ,0,0126, ","   455"," ,0,0125, ","  58.7"," ,0,0801, ","   37.2","0,0613, ","-0.6","0,1010","-2.2","0,1116","-4.4","0,1122","-7.2","0,1205","-8.9","0,1224","0.0","0,0405","-2.2","0,0314","-4.4","0,0205","-6.7","0,0202","-13.9","0,0129","    1804.5","5","","","","","","","","","    1804.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1000.4"," ,0","","","      715"," ,0","     15.01","0","     21.23","0","      8.77","0","","","","","       220","X","       200","X","","","","","      17.9","X","      21.9","X","",""
"USW00013722","2001","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.3","X","    889.8","","     889.8","0","       109","0","        69","0","         7","0","        0","","         0","0","         0","0","        64","0","         0","0","       223","0","        39","0","       215"," ","        21"," ","        42"," ","  -11.1","0,0103, ","     0"," ,0,1231,+","     8"," ,0,0222, ","  62.2"," ,0,0727, ","   37.8","0,0809, ","-0.6","0,1028","-2.2","0,1029","-5.6","0,1222","","","","","-1.7","0,0419","-3.9","0,0328","-4.4","0,0223","-7.8","0,0126","-11.1","0,0103","    2017.4","4","","","","","","","","","    2017.4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    884.1"," ,0","","","        8"," ,0","     16.07","0","     22.53","0","      9.60","0","","","","","       240","X","       280","X","","","","","      16.1","X","      19.7","X","",""
"USW00013722","2002","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.8","X","   1050.3","","    1050.3","0","       108","0","        72","0","        11","0","        9","","         3","0","         0","0","        72","0","         3","0","       202","0","        67","0","       192"," ","        23"," ","        35"," ","  -10.6","0,0104, ","   229"," ,0,0104, ","   165"," ,0,0103, "," 135.4"," ,0,1011, ","   39.4","0,0823, ","0.0","0,1102","-5.0","0,1128","-5.0","0,1128","-7.2","0,1207","","","-2.8","0,0407","-2.8","0,0407","-5.0","0,0323","-7.8","0,0305","-10.6","0,0104","    1676.1","1","","","","","","","","","    1676.1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1203.2"," ,0","","","      332"," ,0","     16.07","0","     22.21","0","      9.93","0","","","","","       230","X","       220","X","","","","","      18.3","X","      23.2","X","",""
"USW00013722","2003","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.8","X","    793.2","","     793.2","0","       135","0","        98","0","        14","0","        6","","         3","0","         0","0","        76","0","         3","0","       208","0","        30","0","       236"," ","        28"," ","        36"," ","  -12.2","0,0124, ","    51"," ,0,0217, ","    58"," ,0,0123, ","  50.3"," ,0,0815, ","   35.0","0,0709, ","-1.7","0,1114","-2.8","0,1130","-4.4","0,1207","-7.2","0,1221","","","-0.6","0,0401","-2.8","0,0308","-5.6","0,0217","-9.4","0,0128","-9.4","0,0128","    2019.8","8","","","","","","","","","    2019.8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1270.6"," ,0","","","      129"," ,0","     15.24","0","     20.94","0","      9.55","0","","","","","        50","X","        50","X","","","","","      14.8","X","      21.0","X","",""
"USW00013722","2004","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.7","X","    948.1","","     948.1","0","       114","0","        74","0","         9","0","        7","","         5","0","         0","0","        75","0","         5","0","       214","0","        33","0","       221"," ","        24"," ","        45"," ","  -11.7","0,0111, ","    51"," ,0,0227,+","   114"," ,0,0227, ","  71.6"," ,0,0729, ","   35.6","0,0710,+","-0.6","0,1109","-2.8","0,1115","-5.0","0,1215","-6.7","0,1216","-10.6","0,1220","-2.2","0,0406","-2.2","0,0406","-5.0","0,0323","-7.2","0,0201","-11.7","0,0111","    1867.3","3","","","","","","","","","    1867.3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1195.0"," ,0","","","      379"," ,0","     15.88","0","     21.61","0","     10.16","0","","","","","       200","X","       180","X","","","","","      21.5","X","      35.3","X","",""
"USW00013722","2005","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.8","X","   1040.4","","    1040.4","0","       118","0","        68","0","         9","0","        0","","         0","0","         0","0","        76","0","         3","0","       216","0","        67","0","       237"," ","        15"," ","        42"," ","  -11.7","0,0124, ","     0","T,0,0119, ","    18"," ,0,0119, ","  52.8"," ,0,0728,+","   38.9","0,0727, ","0.0","0,1027","-3.3","0,1118","-5.0","0,1119","-6.7","0,1222","","","-1.7","0,0319","-2.8","0,0315","-5.6","0,0304","-7.8","0,0129","-11.7","0,0124","    1786.0","0","","","","","","","","","    1786.0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    954.9"," ,0","","","       23"," ,0","     16.06","0","     22.22","0","      9.90","0","","","","","       190","X","       230","X","","","","","      14.8","X","      20.6","X","",""
"USW00013722","2006","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.7","W","    890.2","","     890.2","0","       107","0","        72","0","        16","0","        0","","         0","0","         0","0","        54","0","         0","0","       213","0","        50","0","       219"," ","        32"," ","        44"," ","   -8.9","0,1209, ","     0"," ,0,1231,+","     0","T,0,1121,+"," 143.3"," ,0,0614, ","   37.2","0,0829,+","0.0","0,1024","-2.2","0,1104","-6.1","0,1208","-8.9","0,1209","-8.9","0,1209","-1.7","0,0327","-2.8","0,0308","-6.7","0,0227","-6.7","0,0227","","","    1710.8","8","","","","","","","","","    1710.8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1364.5"," ,0","","","        0","T,0","     16.25","0","     22.54","0","      9.96","0","","","","","       220","X","       260","X","","","","","      17.0","X","      24.6","X","",""
"USW00013722","2007","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.8","W","   1151.4","","    1151.4","0","        92","0","        55","0","         9","0","        0","","         1","0","         0","0","        61","0","         0","0","       229","0","        83","0","       189"," ","        20"," ","        35"," ","   -9.4","0,0206, ","     0"," ,0,1231,+","    25"," ,0,0118, ","  55.6"," ,0,1026, ","   40.6","0,0821, ","-1.1","0,1107","-2.2","0,1117","-6.1","0,1218","","","","","0.0","0,0410","-2.8","0,0408","-7.2","0,0219","-7.2","0,0219","-9.4","0,0206","    1678.4","4","","","","","","","","","    1678.4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    910.1"," ,0","","","       40"," ,0","     16.98","0","     23.48","0","     10.48","0","","","","","       230","X","       150","X","","","","","      17.0","X","      25.9","X","",""
"USW00013722","2008","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.9","W","    956.6","","     956.6","0","       116","0","        80","0","         9","0","        1","","         0","0","         0","0","        57","0","         0","0","       213","0","        55","0","       206"," ","        22"," ","        49"," ","   -9.4","0,0121, ","    25"," ,0,0120, ","    13"," ,0,0119, "," 119.9"," ,0,0906, ","   38.3","0,0610,+","-2.2","0,1030","-2.2","0,1030","-6.1","0,1122","","","","","0.0","0,0416","-2.2","0,0310","-5.6","0,0228","-9.4","0,0121","-9.4","0,0121","    1577.0","0","","","","","","","","","    1577.0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1282.2"," ,0","","","       23"," ,0","     16.31","0","     22.44","0","     10.18","0","","","","","       240","X","       230","X","","","","","      18.3","X","      23.2","X","",""
"USW00013722","2009","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.8","W","   1023.6","","    1023.6","0","       128","0","        78","0","         4","0","        4","","         2","0","         0","0","        60","0","         1","0","       211","0","        61","0","       202"," ","        29"," ","        41"," ","  -11.7","0,0117, ","    76"," ,0,0302, ","    89"," ,0,0120, ","  75.4"," ,0,1111, ","   37.2","0,0811,+","-1.7","0,1128","-2.2","0,1206","-5.6","0,1212","","","","","0.0","0,0408","-6.7","0,0304","-6.7","0,0304","-6.7","0,0304","-10.6","0,0121","    1734.5","5","","","","","","","","","    1734.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1027.5"," ,0","","","      173"," ,0","     16.24","0","     21.99","0","     10.50","0","","","","","       240","X","       230","X","","","","","      19.2","X","      26.4","X","",""
"USW00013722","2010","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.5","W","   1262.0","","    1262.0","0","       101","0","        70","0","        10","0","       10","","         5","0","         0","0","        86","0","         3","0","       210","0","        91","0","       162"," ","        15"," ","        51"," ","   -9.4","0,0111, ","   102"," ,0,1227,+","   170"," ,0,1226, ","  58.4"," ,0,0517, ","   38.9","0,0725,+","-1.1","0,1107","-3.3","0,1128","-6.1","0,1207","-8.9","0,1208","-8.9","0,1208","0.0","0,0327","-4.4","0,0307","-4.4","0,0307","-7.8","0,0201","-9.4","0,0111","    1928.4","4","","","","","","","","","    1928.4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    939.0"," ,0","","","      410"," ,0","     16.22","0","     22.38","0","     10.06","0","","","","","       230","X","       230","X","","","","","      16.1","X","      21.5","X","",""
"USW00013722","2011","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.6","W","   1159.9","","    1159.9","X","       100","X","        67","X","        14","X","        0","","         0","X","         0","X","        58","X","         2","X","       223","X","        67","X","       137"," ","        13"," ","        49"," ","   -8.9","X,0123, ","     0","T,X,0111, ","    10"," ,X,0210, "," 109.5"," ,X,0806, ","   40.0","X,0729, ","-1.1","X,1030","-2.8","X,1118","","","","","","","-1.7","X,0329","-2.2","X,0308","-4.4","X,0212","-8.9","X,0123","-8.9","X,0123","    1864.2","2","","","","","","","","","    1864.2","X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1109.7"," ,X","","","       18"," ,X","     16.96","X","     23.15","X","     10.77","X","","","","","       250","X","       260","X","","","","","      17.0","X","      22.8","X","",""
"USW00013722","2012","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.4","X","   1015.1","","    1015.1","X","       121","X","        82","X","        11","X","        1","","         0","X","         0","X","        44","X","         0","X","       220","X","        51","X","       111"," ","        21"," ","        64"," ","   -7.2","X,0104, ","    25"," ,X,0220, ","    23"," ,X,0219, ","  52.8"," ,X,0819, ","   40.6","X,0708,+","-0.6","X,1109","-5.0","X,1125","-5.0","X,1125","","","","","0.0","X,0412","-2.8","X,0306","-5.6","X,0213","-7.2","X,0104","","","    1432.6","6","","","","","","","","","    1432.6","X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1036.6"," ,X","","","       23"," ,X","     16.94","X","     22.93","X","     10.96","X","","","","","       230","X","       220","X","","","","","      16.1","X","      20.6","X","",""
"USW00013722","2013","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.5","W","    849.7","","     849.7","W","       119","W","        76","W","        11","W","        1","","         0","W","         0","W","        70","W","         1","W","       196","W","        28","W","       116"," ","         9"," ","         8"," ","   -7.8","W,0218,+","    25"," ,W,0118, ","    18"," ,W,0216,+"," 130.6"," ,W,0607, ","   35.6","W,0724, ","-1.6","W,1026","-3.2","W,1113","-4.9","W,1124","-7.7","W,1125","","","-2.2","X,0329","-2.2","X,0329","-5.0","X,0322","-7.8","X,0218","","","    1872.5","5","","","","","","","","","    1872.5","W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1288.3"," ,W","","","       44"," ,W","     15.39","W","     20.90","W","      9.88","W","","","","","       220","W","       220","W","","","","","      21.0","W","      26.4","W","",""
"USW00013722","2014","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.5","W","    897.2","","     897.2","W","       116","W","        76","W","        16","W","        4","","         2","W","         0","W","        75","W","         5","W","       207","W","        43","W","       125"," ","        14"," ","        13"," ","  -13.8","W,0130, ","    30"," ,W,0214,+","    84"," ,W,0212, "," 106.9"," ,W,0715, ","   36.7","W,0714,+","-1.6","W,1103","-3.8","W,1115","-4.9","W,1118","-7.1","W,1119","","","-0.5","W,0417","-4.3","W,0327","-8.8","W,0304","-8.8","W,0304","-9.3","W,0131","    1956.9","9","","","","","","","","","    1956.9","W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1404.2"," ,W","","","      147"," ,W","     15.31","W","     21.19","W","      9.43","W","","","","","       230","W","       220","W","","","","","      26.8","W","      38.5","W","",""
"USW00013722","2015","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.5","W","   1039.4","","    1039.4","W","       129","W","        94","W","        17","W","        6","","         3","W","         0","W","        61","W","         6","W","       218","W","        52","W","       186"," ","        32"," ","        42"," ","  -13.8","W,0220, ","   100"," ,W,0226, ","    81"," ,W,0226, ","  53.3"," ,W,0618, ","   37.8","W,0616, ","0.0","W,1019","-2.7","W,1124","","","","","","","-5.5","W,0329","-5.5","W,0329","-5.5","W,0329","-7.7","W,0225","-13.8","W,0220","    1960.7","7","","","","","","","","","    1960.7","W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1450.6"," ,W","","","      201"," ,W","     16.54","W","     22.23","W","     10.86","W","","","","","       220","W","       220","W","","","","","      16.1","W","      22.8","W","",""
"USW00013722","2016","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","       2.6","W","   1140.5","","    1140.5","W","       120","W","        76","W","        15","W","        3","","         1","W","         0","W","        59","W","         6","W","       224","W","        70","W","       188"," ","        26"," ","        56"," ","   -9.3","W,0214, ","    30"," ,W,0125,+","    30"," ,W,0122, "," 163.8"," ,W,1008, ","   37.2","W,0826, ","-1.0","W,1112","-4.3","W,1113","-6.6","W,1210","-7.1","W,1216","","","-1.6","W,0410","-4.3","W,0227","-4.9","W,0215","-9.3","W,0214","-9.3","W,0214","    1475.7","7","","","","","","","","","    1475.7","W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1302.0"," ,W","","","       35"," ,W","     16.88","W","     22.63","W","     11.13","W","","","","","       210","W","       220","W","","","","","      19.2","W","      26.4","W","",""
